county_id,state,county
1066,Kentucky,McCreary County
1067,Kentucky,McLean County
1068,Kentucky,Madison County
1069,Kentucky,Magoffin County
1070,Kentucky,Marion County
1071,Kentucky,Marshall County
1072,Kentucky,Martin County
1073,Kentucky,Mason County
1074,Kentucky,Meade County
1075,Kentucky,Menifee County
1076,Kentucky,Mercer County
1077,Kentucky,Metcalfe County
1078,Kentucky,Monroe County
1079,Kentucky,Montgomery County
1080,Kentucky,Morgan County
1081,Kentucky,Muhlenberg County
1082,Kentucky,Nelson County
1083,Kentucky,Nicholas County
1084,Kentucky,Ohio County
1085,Kentucky,Oldham County
1086,Kentucky,Owen County
1087,Kentucky,Owsley County
1088,Kentucky,Pendleton County
1089,Kentucky,Perry County
1090,Kentucky,Pike County
1091,Kentucky,Powell County
1092,Kentucky,Pulaski County
1093,Kentucky,Robertson County
1094,Kentucky,Rockcastle County
1095,Kentucky,Rowan County
1096,Kentucky,Russell County
1097,Kentucky,Scott County
1098,Kentucky,Shelby County
1099,Kentucky,Simpson County
1100,Kentucky,Spencer County
1101,Kentucky,Taylor County
1102,Kentucky,Todd County
1103,Kentucky,Trigg County
1104,Kentucky,Trimble County
1105,Kentucky,Union County
1106,Kentucky,Warren County
1107,Kentucky,Washington County
1108,Kentucky,Wayne County
1109,Kentucky,Webster County
1110,Kentucky,Whitley County
1111,Kentucky,Wolfe County
1112,Kentucky,Woodford County
1113,Louisiana,Acadia Parish
1114,Louisiana,Allen Parish
1115,Louisiana,Ascension Parish
1116,Louisiana,Assumption Parish
1117,Louisiana,Avoyelles Parish
1118,Louisiana,Beauregard Parish
1119,Louisiana,Bienville Parish
1120,Louisiana,Bossier Parish
1121,Louisiana,Caddo Parish
1122,Louisiana,Calcasieu Parish
1123,Louisiana,Caldwell Parish
1124,Louisiana,Cameron Parish
1125,Louisiana,Catahoula Parish
1126,Louisiana,Claiborne Parish
1127,Louisiana,Concordia Parish
1128,Louisiana,De Soto Parish
1129,Louisiana,East Baton Rouge Parish
1130,Louisiana,East Carroll Parish
1131,Louisiana,East Feliciana Parish
1132,Louisiana,Evangeline Parish
1133,Louisiana,Franklin Parish
1134,Louisiana,Grant Parish
1135,Louisiana,Iberia Parish
1136,Louisiana,Iberville Parish
1137,Louisiana,Jackson Parish
1138,Louisiana,Jefferson Parish
1139,Louisiana,Jefferson Davis Parish
1140,Louisiana,Lafayette Parish
1141,Louisiana,Lafourche Parish
1142,Louisiana,La Salle Parish
1143,Louisiana,Lincoln Parish
1144,Louisiana,Livingston Parish
1145,Louisiana,Madison Parish
1146,Louisiana,Morehouse Parish
1147,Louisiana,Natchitoches Parish
1148,Louisiana,Orleans Parish
1149,Louisiana,Ouachita Parish
1150,Louisiana,Plaquemines Parish
1151,Louisiana,Pointe Coupee Parish
1152,Louisiana,Rapides Parish
1153,Louisiana,Red River Parish
1154,Louisiana,Richland Parish
1155,Louisiana,Sabine Parish
1156,Louisiana,St. Bernard Parish
1157,Louisiana,St. Charles Parish
1158,Louisiana,St. Helena Parish
1159,Louisiana,St. James Parish
1160,Louisiana,St. John the Baptist Parish
1161,Louisiana,St. Landry Parish
1162,Louisiana,St. Martin Parish
1163,Louisiana,St. Mary Parish
1164,Louisiana,St. Tammany Parish
1165,Louisiana,Tangipahoa Parish
1166,Louisiana,Tensas Parish
1167,Louisiana,Terrebonne Parish
1168,Louisiana,Union Parish
1169,Louisiana,Vermilion Parish
1170,Louisiana,Vernon Parish
1171,Louisiana,Washington Parish
1172,Louisiana,Webster Parish
1173,Louisiana,West Baton Rouge Parish
1174,Louisiana,West Carroll Parish
1175,Louisiana,West Feliciana Parish
1176,Louisiana,Winn Parish
1177,Maine,Androscoggin County
1178,Maine,Aroostook County
1179,Maine,Cumberland County
1180,Maine,Franklin County
1181,Maine,Hancock County
1182,Maine,Kennebec County
1183,Maine,Knox County
1184,Maine,Lincoln County
1185,Maine,Oxford County
1186,Maine,Penobscot County
1187,Maine,Piscataquis County
1188,Maine,Sagadahoc County
1189,Maine,Somerset County
1190,Maine,Waldo County
1191,Maine,Washington County
1192,Maine,York County
1193,Maryland,Allegany County
1194,Maryland,Anne Arundel County
1195,Maryland,Baltimore County
1196,Maryland,Calvert County
1197,Maryland,Caroline County
1198,Maryland,Carroll County
1199,Maryland,Cecil County
1200,Maryland,Charles County
1201,Maryland,Dorchester County
1202,Maryland,Frederick County
1203,Maryland,Garrett County
1204,Maryland,Harford County
1205,Maryland,Howard County
1206,Maryland,Kent County
1207,Maryland,Montgomery County
1208,Maryland,Prince George's County
1209,Maryland,Queen Anne's County
1210,Maryland,St. Mary's County
1211,Maryland,Somerset County
1212,Maryland,Talbot County
1213,Maryland,Washington County
1214,Maryland,Wicomico County
1215,Maryland,Worcester County
1216,Maryland,Baltimore city
1217,Massachusetts,Barnstable County
1218,Massachusetts,Berkshire County
1219,Massachusetts,Bristol County
1220,Massachusetts,Dukes County
1221,Massachusetts,Essex County
1222,Massachusetts,Franklin County
1223,Massachusetts,Hampden County
1224,Massachusetts,Hampshire County
1225,Massachusetts,Middlesex County
1226,Massachusetts,Nantucket County
1227,Massachusetts,Norfolk County
1228,Massachusetts,Plymouth County
1229,Massachusetts,Suffolk County
1230,Massachusetts,Worcester County
1231,Michigan,Alcona County
1232,Michigan,Alger County
1233,Michigan,Allegan County
1234,Michigan,Alpena County
1235,Michigan,Antrim County
1236,Michigan,Arenac County
1237,Michigan,Baraga County
1238,Michigan,Barry County
1239,Michigan,Bay County
1240,Michigan,Benzie County
1241,Michigan,Berrien County
1242,Michigan,Branch County
1243,Michigan,Calhoun County
1244,Michigan,Cass County
1245,Michigan,Charlevoix County
1246,Michigan,Cheboygan County
1247,Michigan,Chippewa County
1248,Michigan,Clare County
1249,Michigan,Clinton County
1250,Michigan,Crawford County
1251,Michigan,Delta County
1252,Michigan,Dickinson County
1253,Michigan,Eaton County
1254,Michigan,Emmet County
1255,Michigan,Genesee County
1256,Michigan,Gladwin County
1257,Michigan,Gogebic County
1258,Michigan,Grand Traverse County
1259,Michigan,Gratiot County
1260,Michigan,Hillsdale County
1261,Michigan,Houghton County
1262,Michigan,Huron County
1263,Michigan,Ingham County
1264,Michigan,Ionia County
1265,Michigan,Iosco County
1266,Michigan,Iron County
1267,Michigan,Isabella County
1268,Michigan,Jackson County
1269,Michigan,Kalamazoo County
1270,Michigan,Kalkaska County
1271,Michigan,Kent County
1272,Michigan,Keweenaw County
1273,Michigan,Lake County
1274,Michigan,Lapeer County
1275,Michigan,Leelanau County
1276,Michigan,Lenawee County
1277,Michigan,Livingston County
1278,Michigan,Luce County
1279,Michigan,Mackinac County
1280,Michigan,Macomb County
1281,Michigan,Manistee County
1282,Michigan,Marquette County
1283,Michigan,Mason County
1284,Michigan,Mecosta County
1285,Michigan,Menominee County
1286,Michigan,Midland County
1287,Michigan,Missaukee County
1288,Michigan,Monroe County
1289,Michigan,Montcalm County
1290,Michigan,Montmorency County
1291,Michigan,Muskegon County
1292,Michigan,Newaygo County
1293,Michigan,Oakland County
1294,Michigan,Oceana County
1295,Michigan,Ogemaw County
1296,Michigan,Ontonagon County
1297,Michigan,Osceola County
1298,Michigan,Oscoda County
1299,Michigan,Otsego County
1300,Michigan,Ottawa County
1301,Michigan,Presque Isle County
1302,Michigan,Roscommon County
1303,Michigan,Saginaw County
1304,Michigan,St. Clair County
1305,Michigan,St. Joseph County
1306,Michigan,Sanilac County
1307,Michigan,Schoolcraft County
1308,Michigan,Shiawassee County
1309,Michigan,Tuscola County
1310,Michigan,Van Buren County
1311,Michigan,Washtenaw County
1312,Michigan,Wayne County
1313,Michigan,Wexford County
1314,Minnesota,Aitkin County
1315,Minnesota,Anoka County
1316,Minnesota,Becker County
1317,Minnesota,Beltrami County
1318,Minnesota,Benton County
1319,Minnesota,Big Stone County
1320,Minnesota,Blue Earth County
1321,Minnesota,Brown County
1322,Minnesota,Carlton County
1323,Minnesota,Carver County
1324,Minnesota,Cass County
1325,Minnesota,Chippewa County
1326,Minnesota,Chisago County
1327,Minnesota,Clay County
1328,Minnesota,Clearwater County
1329,Minnesota,Cook County
1330,Minnesota,Cottonwood County
1331,Minnesota,Crow Wing County
1332,Minnesota,Dakota County
1333,Minnesota,Dodge County
1334,Minnesota,Douglas County
1335,Minnesota,Faribault County
1336,Minnesota,Fillmore County
1337,Minnesota,Freeborn County
1338,Minnesota,Goodhue County
1339,Minnesota,Grant County
